Rectangular Tag Number,ROUND Silver ORS Tag Number,Duplicated on ORS steward info sheet 10/13/2022,Currently On-Site ,ORS Location,Borough,Waterbody,Coordinates ,Site ID,LCP Permit Status,Last Rapid Visual Assessment Conducted,Last Monitoring Date,Active cage ,1. Broodstock Source,1. Spat Set Date,1. Distribution Date (Installation),2. Broodstock Source,2. Spat Set Date,2. Distribution Date (Installation),3. Broodstock Source,3. Spat Set Date,3. Distribution Date (installation),4. Broodstock Source,4. Spat Set Date,4. Distribution Date (installation),2021,Jan - Monitoring,Jan- RVA,Feb - Monitoring,Feb- RVA,March - Monitoring,Feb - RVA,April,April- RVA,May,May- RVA,June,June- RVA,July,July- RVA,August,Aug- RVA,September,Sept- RVA,October,Oct- RVA,November,Nov- RVA,December,Dec- RVA,2022,Jan - Monitoring,Jan- RVA,Feb - Monitoring,Feb- RVA,March - Monitoring,Mar - RVA,April,April- RVA,May,May- RVA,June,June- RVA,July,July- RVA,August,Aug- RVA,September,Sept- RVA,October,Oct- RVA,November,Nov- RVA,December,Dec- RVA,2023,Jan - Monitoring,Jan- RVA,Feb - Monitoring,Feb- RVA,March - Monitoring,Mar - RVA,April,April- RVA,May,May- RVA,June,June- RVA,July,July- RVA,August,Aug- RVA,September,Sept- RVA,October,Oct- RVA,November,Nov- RVA,December,Dec- RVA
,70,Y,NO,Sheepshead Bay,Brooklyn,Sheepshead Bay,"40.582577, -73.953424",,Working to Reactive,,,,MB,7/15/2015,11/5/2015,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,221,Y,NO,Sheepshead Bay,Brooklyn,Sheepshead Bay,"40.582577, -73.953424",,Working to Reactive,,,,MB,5/17/2016,4/25/2018,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,222,Y,NO,Sheepshead Bay,Brooklyn,Sheepshead Bay,"40.582577, -73.953424",,Working to Reactive,,,,EB,3/10/2017,4/25/2018,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,327,Y,NO,Sheepshead Bay,Brooklyn,Sheepshead Bay,"40.582577, -73.953424",,Working to Reactive,,,,,,11/26/19,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,-,,NO,Sherman Creek,Brooklyn,Harlem River,"40.860741, -73.917943",,Inactive Site,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,-,,NO,Shirley Chisholm State Park,Brooklyn,Jamaica Bay,"40.637708, -73.868898",,Working to Reactive,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,-,,NO,Shore Parkway Marina,Brooklyn,Gravesend Bay,"40.587445, -73.998276",,Working to Reactive,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,49,Y,NO,SIMS Recycling,Brooklyn,Upper Harbor,"40.662443, -74.010339",,Inactive Site,,,,MB,8/15/2016,10/13/2017,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,-,,NO,South Beach,Staten Island,Lower Harbor,"40.578379, -74.073313",,Working to Reactive,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,79,Y,NO,South Street Seaport,Manhattan,East River,"40.705185, -74.003888",,Working to Reactive,,,,EB,3/10/2017,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,61,Y,NO,Stuy Cove Park,Manhattan,East River,"40.734569, -73.974260",,Inactive Site,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,132,Y,NO,Stuy Cove Park,Manhattan,East River,"40.734569, -73.974260",,Inactive Site,,,,MB,7/15/2015,2/21/2018,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,177,Y,NO,Stuy Cove Park,Manhattan,East River,"40.734569, -73.974260",,Inactive Site,,,,MB,8/1/2015,12/19/2017,EB,3/10/17,3/18/18,MB,7/17/17,1/28/19,MB,7/15/15,4/9/19,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,-,,NO,Tarrytown Marina,Region 3,Hudson River,"41.074016, -73.869014",,Inactive Site,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,-,,NO,United Nations School,Manhattan,East River,"40.736322, -73.972558",,Working to Reactive,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,77,Y,NO,Valentino Pier,Brooklyn,Upper Harbor,"40.678388, -74.018633",,Active Site,,,,EB,3/10/2017,5/31/2018,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,224,Y,NO,Valentino Pier,Brooklyn,Upper Harbor,"40.678388, -74.018633",,Active Site,,,,EB,3/10/2017,5/31/2018,EB,3/10/2017,8/22/2018,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,237,Y,NO,Valentino Pier,Brooklyn,Upper Harbor,"40.678388, -74.018633",,Active Site,,,,IC,6/16/2017,7/15/2019,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,349,Y,NO,Valentino Pier,Brooklyn,Upper Harbor,"40.678388, -74.018633",,Active Site,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,369,Y,NO,Valentino Pier,Brooklyn,Upper Harbor,"40.678388, -74.018633",,Active Site,,9/24/2022,X,MB,06/02/2021,6/24/2022,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,9/24/2022,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,-,,NO,Villa Maria Academy,Bronx,Eastchester Bay,"40.841859, -73.815317",,Inactive Site,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,353,Y,NO,"West Fordham St. Dock, City Island",Bronx,Eastchester Bay,"40.846287, -73.791486",,Working to Reactive,,10/15/2022,X,CCE,7/3/2020,8/14/2020,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,10/15/2022,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,20,Y,NO,West Harlem Piers 1 (Baylander),Manhattan,Hudson River,"40.818969, -73.962027",MH_21,Active Site,,,,EB,3/10/2017,3/28/2018,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,371,Y,NO,Williamsburgh Yacht Club,Queens,Flushing Bay,"40.771870, -73.850559",,Working to Reactive,,,,CCE,07/03/2020,10/27/20,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,372,Y,NO,Williamsburgh Yacht Club,Queens,Flushing Bay,"40.771870, -73.850559",,Working to Reactive,,,,CCE,07/03/2020,10/27/20,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,373,Y,NO,Williamsburgh Yacht Club,Queens,Flushing Bay,"40.771870, -73.850559",,Working to Reactive,,,,CCE,07/03/2020,10/27/20,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,374,Y,NO,Williamsburgh Yacht Club,Queens,Flushing Bay,"40.771870, -73.850559",,Working to Reactive,,,,CCE,07/03/2020,10/27/20,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,376,Y,NO,Williamsburgh Yacht Club,Queens,Flushing Bay,"40.771870, -73.850559",,Working to Reactive,,,,CCE,07/03/2020,10/27/20,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,NO TAG,,NO,WNYC Transmitter Park,Brooklyn,East River,"40.730099, -73.961408",,Active Site,,6/20/2022,,N/A,N/A,N/A,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,6/20/2022,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,130,Y,NO,Worlds Fair Marina,Queens,Flushing Bay,"40.760322, -73.849393",,Inactive Site,,,,EB,3/10/2017,6/8/2018,GIMB,07/31/2020,3/30/2021,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,194,Y,NO,Worlds Fair Marina,Queens,Flushing Bay,"40.760322, -73.849393",,Inactive Site,,,,EB,3/10/2017,5/25/2018,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,258,Y,NO,Worlds Fair Marina,Queens,Flushing Bay,"40.760322, -73.849393",,Inactive Site,,,,MB,7/15/2019,11/19/2019,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,23,Y,NO ,"Hudson River Park, Pier 84",Manhattan,Hudson River,"40.763864, -74.001783",,Working to Reactive,,5/20/2022,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,5/20/2022,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,306,Y,UNKNOWN,89 Horton St,Bronx,Eastchester Bay,"40.839130, -73.785923",,Active Site,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,47,Y,UNKNOWN,"Brooklyn Navy Yard, BOP Base",Brooklyn,East River,"40.703539, -73.971073",,Working to Reactive,,,,GK,3/28/2017,8/24/2018,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,143,Y,UNKNOWN,"Brooklyn Navy Yard, BOP Base",Brooklyn,East River,"40.703539, -73.971073",,Working to Reactive,,7/15/2022,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,7/15/2022,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,165,Y,UNKNOWN,"Brooklyn Navy Yard, BOP Base",Brooklyn,East River,"40.703539, -73.971073",,Working to Reactive,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,168,Y,UNKNOWN,"Brooklyn Navy Yard, BOP Base",Brooklyn,East River,"40.703539, -73.971073",,Working to Reactive,,7/15/2022,,MB,8/15/2016,10/23/2017,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,7/15/2022,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,169,Y,UNKNOWN,"Brooklyn Navy Yard, BOP Base",Brooklyn,East River,"40.703539, -73.971073",,Working to Reactive,,7/15/2022,,MB,8/15/2016,10/23/2017,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,7/15/2022,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,,,UNKNOWN,City Island Yacht Club,Bronx,Eastchester Bay,"40.840731, -73.788253",,Working to Reactive,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,306,Y,UNKNOWN,"Consolidated Yachts, Inc.",Bronx,Long Island Sound,"40.841979, -73.782161",,Active Site,,11/14/2020,,CCE,7/3/2020,8/12/2020,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,121,Y,UNKNOWN,SUNY Maritime,Bronx,East River,"40.805870, -73.795683",,Working to Reactive,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,122,Y,UNKNOWN,SUNY Maritime,Bronx,East River,"40.805870, -73.795683",,Working to Reactive,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
,123,Y,UNKNOWN,SUNY Maritime,Bronx,East River,"40.805870, -73.795683",,Working to Reactive,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE
